Sample,Sample location,Sample Date,Surface Chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,Sample Date,surface chla all,Surface Phaeo all,Bottom Chla all,Bottom Phaeo all,surface chla <20 um,Surface Phaeo <20 um,Bottom Chla <20 um,Bottom Phaeo <20 um,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-May-09,3.26,0.49,2.91,0.84,1.49,0.52,1.76,0.82,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-May-09,6.34,0.54,6.16,0.57,2.56,0.67,2.25,0.70,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-May-09,3.28,0.64,4.24,0.84,1.88,0.54,1.81,0.71,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Jun-09,6.24,0.64,6.52,1.16,3.31,0.66,3.04,1.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Jun-09,7.89,1.04,8.17,1.11,4.32,0.87,5.42,1.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Jun-09,8.14,1.51,7.13,2.10,5.99,1.50,5.56,1.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Jun-09,2.84,0.79,3.73,1.10,2.60,0.86,3.74,0.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Jul-09,7.43,1.35,nd,nd,5.33,1.10,nd,nd,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jul-09,4.54,0.57,5.28,0.81,3.81,0.62,4.30,0.80,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jul-09,3.83,1.07,4.91,1.43,3.11,1.03,3.35,1.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jul-09,7.94,1.10,6.80,1.40,5.95,1.15,4.23,1.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Aug-09,7.05,0.51,7.13,1.12,3.75,0.54,5.15,1.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Aug-09,7.16,0.39,5.59,0.71,3.43,0.59,3.40,0.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Aug-09,4.12,0.99,4.07,1.07,3.08,0.79,3.12,0.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Sep-09,7.66,1.64,5.33,1.68,3.60,1.31,2.39,1.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Sep-09,7.76,1.54,8.93,1.95,3.49,1.50,4.59,1.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Sep-09,4.04,1.29,2.92,1.58,2.43,1.02,2.15,1.31,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Sep-09,3.88,1.41,4.36,1.50,3.11,1.08,2.86,1.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Sep-09,3.92,1.47,4.25,1.10,4.43,1.08,3.17,1.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Oct-09,7.21,1.77,6.88,2.07,4.75,1.08,5.69,1.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Oct-09,3.72,1.00,3.37,1.12,2.60,1.09,2.44,1.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Oct-09,2.34,0.84,1.94,0.84,1.31,0.75,0.90,0.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Oct-09,2.92,0.69,3.54,0.89,1.69,0.73,1.67,0.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Nov-09,1.96,0.75,1.50,0.82,1.31,0.69,0.81,0.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Nov-09,1.49,0.52,1.59,0.61,1.28,0.49,1.08,0.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Nov-09,1.21,0.58,1.47,0.95,1.18,0.64,0.85,0.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Nov-09,2.62,0.82,2.84,0.81,2.44,0.73,2.41,0.72,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Nov-09,1.78,0.84,1.42,0.79,1.65,0.78,1.28,0.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Dec-09,1.36,0.75,1.18,0.89,1.18,0.68,1.04,0.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Dec-09,1.74,0.77,1.38,0.85,1.59,0.82,1.22,0.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Dec-09,1.40,0.87,1.12,0.88,1.13,0.82,0.64,1.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Dec-09,2.32,0.81,1.85,0.74,1.87,0.75,1.60,0.82,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Jan-10,2.44,0.77,1.96,0.72,1.48,0.65,1.24,0.61,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jan-10,6.31,0.80,6.74,1.00,2.58,0.56,2.74,0.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Jan-10,8.13,1.43,8.70,1.45,4.39,1.09,3.91,1.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Jan-10,22.64,1.93,19.12,3.25,4.88,1.15,8.29,1.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Feb-10,10.01,2.06,10.56,2.60,2.98,1.13,3.66,1.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Feb-10,6.10,1.17,11.81,2.12,1.51,0.79,3.66,1.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Feb-10,2.08,0.76,2.52,1.01,0.37,0.41,1.47,0.77,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Feb-10,1.01,0.66,0.77,0.55,0.69,0.60,0.63,0.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Mar-10,2.05,1.14,3.55,1.51,1.19,1.01,2.30,1.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Mar-10,7.91,0.71,5.67,0.90,2.31,0.34,1.55,0.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Mar-10,7.84,1.50,7.22,1.47,1.83,0.76,2.82,0.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Mar-10,7.92,1.19,9.50,1.72,2.04,0.52,1.68,0.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Mar-10,9.87,2.18,9.64,1.80,2.76,1.22,3.04,1.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Apr-10,3.97,0.85,6.41,1.83,2.04,0.67,1.76,1.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Apr-10,29.80,1.57,6.04,1.46,13.65,1.04,3.25,1.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Apr-10,0.99,0.94,0.66,1.22,0.86,0.90,0.61,1.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Apr-10,11.72,2.98,6.56,2.50,7.98,2.76,5.11,2.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-May-10,0.79,0.61,1.90,1.00,0.68,0.62,1.65,0.90,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-May-10,3.45,1.14,2.98,1.14,2.24,0.96,2.59,1.00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-May-10,3.63,0.98,1.49,1.17,2.69,0.82,1.11,0.97,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-May-10,2.61,0.76,1.83,0.99,2.71,0.70,1.75,0.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Jun-10,9.80,1.65,2.71,1.51,7.92,1.38,2.80,1.53,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Jun-10,8.86,1.31,6.47,1.58,10.81,1.01,6.41,1.42,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Jun-10,2.09,1.07,3.69,1.55,1.81,1.06,3.79,1.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Jun-10,4.41,0.19,2.89,0.74,4.22,0.99,2.74,0.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jul-10,1.56,0.33,3.22,0.77,1.66,0.22,2.79,0.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Jul-10,3.11,0.80,3.07,1.39,2.93,0.87,2.59,0.96,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Jul-10,5.96,0.36,5.42,0.72,4.76,0.32,3.87,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Jul-10,9.46,0.48,5.34,0.94,7.71,0.47,4.32,0.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Aug-10,3.88,0.50,2.87,1.09,4.28,0.64,2.62,1.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Apr-10,6.46,1.79,3.25,1.65,4.98,1.25,2.94,1.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Aug-10,10.04,-0.30,6.81,1.08,7.82,0.85,5.08,1.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Aug-10,5.32,0.48,4.66,1.04,4.00,0.98,3.85,0.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-Aug-10,1.58,0.49,2.62,0.87,1.13,0.48,2.11,0.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Sep-10,3.07,1.24,2.16,1.77,2.63,1.44,2.12,1.49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Sep-10,2.89,0.78,3.11,0.85,2.42,0.79,2.41,0.80,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Sep-10,3.83,0.32,3.63,0.38,2.31,0.37,1.77,0.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Sep-10,3.22,0.46,2.63,0.51,2.11,0.51,1.98,0.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Oct-10,6.55,0.77,4.68,0.93,4.72,0.78,3.35,0.93,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Oct-10,1.79,0.48,1.52,0.52,1.65,0.45,1.64,0.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Oct-10,1.75,0.38,1.47,0.38,1.32,0.37,1.03,0.33,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Oct-10,11.60,0.36,3.46,0.21,3.86,0.54,1.21,0.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Nov-10,7.07,1.25,10.99,0.34,2.19,0.77,2.19,0.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Nov-10,0.94,0.73,1.12,1.19,0.72,0.60,0.57,0.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Nov-10,3.13,0.31,1.03,0.30,2.05,0.36,0.61,0.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Nov-10,1.93,0.21,1.93,0.17,1.13,0.23,1.17,0.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Nov-10,2.67,0.55,2.65,0.64,1.83,0.55,1.49,0.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Dec-10,1.75,0.33,1.84,0.45,1.41,0.35,1.30,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Dec-10,4.74,0.10,2.78,0.25,3.24,0.24,1.71,0.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Dec-10,6.03,-0.02,4.77,0.15,2.89,0.15,2.54,0.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Dec-10,16.19,-0.93,32.40,-4.24,9.43,-0.18,23.37,-1.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Jan-11,19.92,-0.61,20.58,-0.44,15.15,-0.85,13.09,-0.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jan-11,15.82,-1.79,21.86,-1.85,9.62,-0.48,13.56,-0.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Jan-11,5.16,0.06,9.40,0.17,3.47,0.15,6.25,0.12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Jan-11,11.02,-0.42,9.75,-0.12,6.25,-0.12,8.24,-0.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1-Feb-11,8.13,-0.29,21.70,-0.44,4.54,-0.07,16.64,-0.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Feb-11,2.06,0.23,15.63,-0.61,1.51,0.21,11.23,-0.31,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Feb-11,10.04,-0.42,12.90,-0.16,8.32,-0.51,10.62,-0.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Mar-11,12.40,-0.17,21.22,-0.83,10.86,-0.60,18.97,-0.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Mar-11,21.78,0.43,22.33,0.14,18.62,0.16,17.75,0.01,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Mar-11,11.29,0.23,25.57,0.13,9.91,0.04,22.33,0.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Mar-11,8.93,0.48,13.46,0.16,8.29,0.48,12.16,-0.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1-Apr-11,2.76,1.41,2.64,1.36,1.70,0.94,1.43,1.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Apr-11,0.43,6.41,0.51,10.76,1.21,0.29,0.22,2.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Apr-11,10.22,1.03,8.78,1.60,2.64,0.67,2.44,0.88,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Apr-11,2.09,0.63,5.14,1.21,0.99,0.41,1.96,0.70,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-May-11,5.25,0.60,2.96,0.65,1.49,0.40,1.39,0.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-May-11,4.45,0.90,5.94,1.01,1.86,0.88,1.63,0.78,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-May-11,1.89,0.73,1.94,0.81,1.12,0.63,0.94,0.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-May-11,4.23,0.67,4.23,0.62,1.57,0.51,1.40,0.54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,31-May-11,3.75,0.68,2.04,0.61,2.10,0.52,1.08,0.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jun-11,2.99,0.50,3.08,0.64,2.07,0.40,1.93,0.62,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Jun-11,8.68,0.93,2.55,0.66,4.36,1.06,1.26,0.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Jun-11,2.47,0.47,2.33,0.84,1.72,0.39,1.33,0.71,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Jun-11,4.02,0.66,No depth samples taken,No depth samples taken,2.83,0.34,No depth samples taken,No depth samples taken,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Jul-11,2.60,0.65,4.07,0.93,1.05,0.61,1.80,0.74,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jul-11,3.48,0.68,1.42,0.70,3.56,0.55,1.51,0.60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Jul-11,2.08,1.90,2.93,1.99,3.03,0.42,3.83,-0.19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jul-11,4.20,1.30,1.06,0.82,3.96,1.43,1.14,0.77,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Aug-11,4.68,1.51,4.78,1.66,5.45,1.62,4.78,1.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Aug-11,4.97,2.27,1.53,1.20,5.63,1.63,1.21,0.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Aug-11,7.03,2.40,4.35,1.67,6.20,2.40,3.47,1.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Aug-11,1.81,1.27,1.66,1.95,1.61,1.23,1.82,1.24,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Sep-11,6.32,1.62,5.69,1.61,2.50,1.09,3.62,1.41,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Sep-11,5.42,1.77,5.48,2.15,3.83,1.94,2.43,1.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Sep-11,4.42,3.98,3.35,3.14,3.10,3.34,2.66,2.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Sep-11,3.41,2.10,1.17,1.51,2.94,2.06,1.00,1.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Oct-11,3.77,1.99,1.68,1.33,2.44,1.69,1.32,1.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13-Oct-11,4.08,1.86,1.86,1.98,2.97,1.43,1.32,1.39,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18-Oct-11,1.83,1.55,1.93,1.42,1.40,0.97,1.35,1.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Oct-11,7.29,0.99,5.68,0.96,3.74,0.95,1.87,0.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1-Nov-11,1.82,1.04,1.57,0.71,1.41,0.75,0.56,1.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Nov-11,2.92,0.45,1.29,0.59,2.98,0.62,1.03,0.56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Nov-11,3.02,0.77,2.90,0.84,2.24,0.90,1.82,0.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Nov-11,1.41,0.74,1.49,0.76,1.17,0.72,1.43,0.86,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Nov-11,1.58,0.50,0.78,0.54,1.24,0.48,0.73,0.52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Dec-11,2.32,0.67,1.04,0.50,1.21,0.57,0.86,0.43,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Dec-11,0.54,0.29,0.63,0.39,0.60,0.36,0.33,0.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Dec-11,1.51,0.57,1.41,0.66,1.08,0.51,1.28,0.61,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Jan-12,1.54,0.47,0.95,0.38,0.67,0.41,0.66,0.42,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Jan-12,2.39,0.59,2.69,0.58,1.86,0.51,2.40,0.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Jan-12,4.59,0.72,4.00,0.73,3.36,0.61,3.23,0.69,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Jan-12,11.47,1.25,6.49,1.04,7.59,1.36,2.84,0.81,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,*data missing,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Jan-13,1.02,1.01,1.24,0.97,3.45,0.97,2.37,0.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Jan-13,2.71,1.07,0.72,0.73,3.04,1.11,1.43,0.99,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Jan-13,2.94,0.14,3.25,1.04,1.2,0.81,1.4,1.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Jan-13,4.75,0.7,1.96,1.01,4.55,1.77,2.38,1.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Jan-13,5.16,0.37,5.26,0.88,1.74,0.46,2.13,0.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Feb-13,4.95,-0.42,6.12,-0.02,2.39,0.21,1.95,0.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Feb-13,5.95,0.26,7.30,1.11,2.74,0.69,2.39,2.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Feb-13,3.90,1.48,6.45,1.10,1.88,1.08,2.85,0.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Feb-13,1.83,0.59,4.98,0.87,1.32,0.85,3.19,0.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Mar-13,1.77,0.82,2.34,0.82,1.53,0.64,1.85,0.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Mar-13,6.94,0.29,6.94,0.44,6.04,0.09,6.08,0.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Mar-13,2.30,0.88,5.06,0.65,2.42,0.79,3.74,1.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Mar-13,3.16,0.26,3.53,0.45,2.69,0.13,2.78,1.92,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Apr-13,3.05,0.55,3.56,0.90,2.84,0.35,3.09,0.86,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Apr-13,2.91,0.49,3.04,0.44,2.38,0.45,2.55,0.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Apr-13,1.74,0.37,2.70,0.34,1.27,0.36,1.70,0.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Apr-13,2.72,0.93,3.34,1.36,2.38,1.29,2.30,1.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Apr-13,1.39,1.73,1.63,1.57,1.00,2.18,1.34,1.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-May-13,1.26,0.67,1.69,1.75,1.26,0.66,1.31,1.20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-May-13,1.87,1.29,2.08,1.32,1.84,1.17,2.06,1.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-May-13,2.00,0.80,1.89,1.28,1.72,0.72,1.50,1.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-May-13,2.69,0.89,2.31,1.66,2.05,0.81,1.5,1.21,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,6-Jun-13,5.17,-7.14,1.65,0.95,1.95,0.52,1.35,0.13,*note: GF/C filters were used for the surface chl samples accidentally yielding a 34% CV. Data for this week may not be valid.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Jun-13,12.51,-0.48,5.44,1.05,14.27,0.04,3.23,0.70,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,19-Jun-13,23.53,-2.42,n/a,n/a,9.77,1.39,n/a,n/a,*note: no depth sample collected today,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Jun-13,4.25,0.06,1.81,1.03,1.71,0.32,0.42,0.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Jul-13,6.09,2.11,2.71,2.17,3.99,2.28,1.32,1.72,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8-Jul-13,5.93,1.20,3.32,1.52,3.39,1.35,1.56,1.68,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15-Jul-13,8.16,0.28,6.70,2.58,3.96,0.49,2.88,1.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22-Jul-13,5.48,1.01,1.80,1.89,2.79,1.12,0.92,1.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29-Jul-13,16.87,0.06,11.39,0.98,7.48,1.91,4.67,1.52,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5-Aug-13,4.78,1.26,2.93,1.93,2.13,1.05,1.24,1.57,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12-Aug-13,5.61,1.85,4.25,2.61,3.39,2.15,2.60,2.29,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Aug-13,5.26,0.56,5.09,1.19,4.47,0.23,4.28,0.26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,26-Aug-13,5.46,1.75,3.96,1.19,4.71,1.77,3.36,1.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Sep-13,10.11,6.44,1.97,4.35,6.56,6.21,2.51,3.47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Sep-13,7.20,4.74,6.95,4.96,5.56,5.49,4.60,5.17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Sep-13,6.55,3.71,1.74,3.13,5.39,3.32,2.24,2.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23-Sep-13,2.81,2.73,2.74,3.08,2.55,2.70,2.71,3.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Sep-13,4.88,4.00,2.61,2.81,2.79,4.17,1.80,2.85,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7-Oct-13,2.12,2.46,1.84,3.49,1.38,1.81,1.24,2.09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Oct-13,3.19,1.08,2.44,1.03,2.94,1.28,1.60,1.32,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Oct-13,2.28,0.89,2.63,0.78,1.35,1.13,1.78,0.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Oct-13,2.28,0.89,2.63,0.78,1.35,1.13,1.78,0.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28-Oct-13,3.15,0.61,2.54,0.72,1.71,1.19,1.32,0.89,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4-Nov-13,2.00,1.20,1.36,1.13,0.89,1.28,0.78,1.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11-Nov-13,4.87,-0.22,4.46,0.05,1.95,0.91,2.18,0.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,20-Nov-13,3.24,0.40,2.90,0.60,1.58,0.76,1.26,1.83,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Nov-13,2.48,0.68,3.21,0.42,1.68,0.78,2.17,0.64,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Dec-13,3.20,0.17,2.50,0.28,1.37,0.57,2.21,0.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9-Dec-13,2.51,0.09,3.21,-0.50,1.18,0.32,1.18,0.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16-Dec-13,3.43,0.07,3.92,-0.55,1.84,0.37,1.54,0.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24-Dec-13,2.35,0.19,2.42,0.33,1.47,0.64,1.69,0.48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,30-Dec-13,2.38,0.54,2.38,0.39,1.12,0.68,1.47,0.45,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2-Jan-14,2.67,0.25,2.83,0.18,0.83,0.54,0.75,0.63,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14-Jan-14,5.85,0.34,7.10,0.05,0.95,0.70,1.41,0.66,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21-Jan-14,14.10,-1.71,14.20,-1.62,1.66,0.53,1.66,0.73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,27-Jan-14,15.59,0.11,15.99,-0.97,2.16,1.03,2.17,1.37,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Feb-14,5.18,0.86,9.16,1.79,1.61,0.86,2.22,0.59,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10-Feb-14,2.90,1.53,7.49,2.99,1.50,0.58,1.99,0.80,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17-Feb-14,2.18,0.46,2.19,0.61,1.56,0.43,1.60,0.58,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,25-Feb-14,3.28,0.56,4.71,0.27,1.48,0.58,3.12,0.55,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3-Mar-14,3.89,0.16,2.91,0.44,1.46,0.45,1.51,0.56,,,,,,,,,,,,,,,,,
